No.,Time,Source,Destination,Protocol,Length,Info,,,,,,,time 2,time 1,delay 1,delay 2,jitter
10765,193.826473,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6931457 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10766,193.826473,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6932837 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10767,193.82654,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=6934217 Win=258048 Len=0,,,,,,,,,,,
10768,193.829503,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6934217 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10769,193.829615,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=6935597 Win=256512 Len=0,,,,,,,,,,,
10770,193.859944,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6935597 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10771,193.860238,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6936977 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10772,193.860345,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=6938357 Win=253696 Len=0,,,,,,,,,,,
10773,193.872598,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6938357 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10774,193.875405,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6939737 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10775,193.875512,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=6941117 Win=252416 Len=0,,,,,,,,,,,
10776,193.87943,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6941117 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10777,193.894208,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6942497 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10778,193.894314,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=6943877 Win=252416 Len=0,,,,,,,,,,,
10779,193.894568,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6943877 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10780,193.894568,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6945257 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10781,193.894693,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=6946637 Win=252416 Len=0,,,,,,,,,,,
10782,193.905624,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6946637 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10783,193.933856,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6948017 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10784,193.933966,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=6949397 Win=249600 Len=0,,,,,,,,,,,
10785,193.939485,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6949397 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10786,193.943385,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6950777 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10787,193.943495,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=6952157 Win=249600 Len=0,,,,,,,,,,,
10788,193.947517,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6952157 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10789,193.952131,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6953537 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10790,193.952237,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=6954917 Win=249600 Len=0,,,,,,,,,,,
10791,193.953595,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6954917 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10792,193.957438,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6956297 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10793,193.957548,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=6957677 Win=249600 Len=0,,,,,,,,,,,
10794,193.963503,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6957677 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10795,193.967414,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6959057 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10796,193.967524,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=6960437 Win=249600 Len=0,,,,,,,,,,,
10797,193.979773,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6960437 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10798,193.995764,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6961817 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10799,193.995874,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=6963197 Win=249600 Len=0,,,,,,,,,,,
10800,193.997382,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6963197 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10801,194.002034,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6964577 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10802,194.00215,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=6965957 Win=249600 Len=0,,,,,,,,,,,
10803,194.015723,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6965957 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10804,194.019462,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6967337 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10805,194.01957,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=6968717 Win=249600 Len=0,,,,,,,,,,,
10806,194.021975,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6968717 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10807,194.029647,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6970097 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10808,194.029873,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=6971477 Win=249600 Len=0,,,,,,,,,,,
10809,194.033473,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6971477 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10810,194.069731,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6972857 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10811,194.069841,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=6974237 Win=248320 Len=0,,,,,,,,,,,
10812,194.073464,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6974237 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10813,194.080333,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6975617 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10814,194.080438,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=6976997 Win=248320 Len=0,,,,,,,,,,,
10815,194.080758,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6976997 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10816,194.095521,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6978377 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10817,194.095649,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=6979757 Win=248320 Len=0,,,,,,,,,,,
10818,194.097574,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6979757 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10819,194.097908,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6981137 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10820,194.09802,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=6982517 Win=248320 Len=0,,,,,,,,,,,
10821,194.099182,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6982517 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10822,194.103462,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6983897 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10823,194.103568,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=6985277 Win=248320 Len=0,,,,,,,,,,,
10824,194.113009,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6985277 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10825,194.113236,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6986657 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10826,194.113363,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=6988037 Win=248320 Len=0,,,,,,,,,,,
10827,194.11765,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6988037 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10828,194.121965,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6989417 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10829,194.122076,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=6990797 Win=248320 Len=0,,,,,,,,,,,
10830,194.125397,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6990797 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10831,194.149596,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6992177 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10832,194.14971,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=6993557 Win=248320 Len=0,,,,,,,,,,,
10833,194.153496,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6993557 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10834,194.157364,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6994937 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10835,194.157489,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=6996317 Win=248320 Len=0,,,,,,,,,,,
10836,194.165582,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6996317 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10837,194.207596,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6997697 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10838,194.207705,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=6999077 Win=248320 Len=0,,,,,,,,,,,
10839,194.216066,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=6999077 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10840,194.242215,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7000457 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10841,194.242324,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=7001837 Win=248320 Len=0,,,,,,,,,,,
10842,194.245454,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7001837 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10843,194.247476,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7003217 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10844,194.247603,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=7004597 Win=248320 Len=0,,,,,,,,,,,
10845,194.252168,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7004597 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10846,194.25542,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7005977 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10847,194.255527,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=7007357 Win=248320 Len=0,,,,,,,,,,,
10848,194.257533,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7007357 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10849,194.262819,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7008737 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10850,194.26293,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=7010117 Win=248320 Len=0,,,,,,,,,,,
10851,194.265537,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7010117 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10852,194.273494,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7011497 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10853,194.27362,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=7012877 Win=248320 Len=0,,,,,,,,,,,
10854,194.273806,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7012877 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10855,194.277472,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7014257 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10856,194.27758,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=7015637 Win=248320 Len=0,,,,,,,,,,,
10857,194.282062,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7015637 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10858,194.282962,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7017017 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10859,194.283069,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=7018397 Win=248320 Len=0,,,,,,,,,,,
10860,194.30032,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7018397 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10861,194.300771,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7019777 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10862,194.300771,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7021157 Ack=22245 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10863,194.300851,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=7022537 Win=248320 Len=0,,,,,,,,,,,
10864,194.301732,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7022537 Ack=22245 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10865,194.301843,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=7023917 Win=248320 Len=0,,,,,,,,,,,
10866,194.306543,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7023917 Ack=22245 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10867,194.309396,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7025297 Ack=22245 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10868,194.309525,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=7026677 Win=248320 Len=0,,,,,,,,,,,
10869,194.313414,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7026677 Ack=22245 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10870,194.315393,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7028057 Ack=22245 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10871,194.315498,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=7029437 Win=248320 Len=0,,,,,,,,,,,
10872,194.319402,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7029437 Ack=22245 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10873,194.336331,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7030817 Ack=22245 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10874,194.336444,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=7032197 Win=248320 Len=0,,,,,,,,,,,
10875,194.336808,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7032197 Ack=22245 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10876,194.336808,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7033577 Ack=22245 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10877,194.33693,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=7034957 Win=248320 Len=0,,,,,,,,,,,
10878,194.337312,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7034957 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10879,194.343388,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7036337 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10880,194.343497,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=7037717 Win=248320 Len=0,,,,,,,,,,,
10881,194.345357,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7037717 Ack=22245 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10882,194.352364,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7039097 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10883,194.352478,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=7040477 Win=248320 Len=0,,,,,,,,,,,
10884,194.35544,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7040477 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10885,194.363817,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7041857 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10886,194.363923,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=7043237 Win=248320 Len=0,,,,,,,,,,,
10887,194.367519,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7043237 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10888,194.373563,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7044617 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10889,194.373676,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=7045997 Win=253696 Len=0,,,,,,,,,,,
10890,194.377472,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7045997 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10891,194.379349,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7047377 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10892,194.379458,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=7048757 Win=253696 Len=0,,,,,,,,,,,
10893,194.385431,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7048757 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10894,194.402239,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7050137 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10895,194.402346,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=7051517 Win=253696 Len=0,,,,,,,,,,,
10896,194.403515,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7051517 Ack=22245 Win=29184 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10897,194.403824,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7052897 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10898,194.403932,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=7054277 Win=253696 Len=0,,,,,,,,,,,
10899,194.409455,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7054277 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10900,194.413428,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7055657 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10901,194.413494,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=7057037 Win=253696 Len=0,,,,,,,,,,,
10902,194.417478,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7057037 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10903,194.433576,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7058417 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10904,194.433683,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=7059797 Win=253696 Len=0,,,,,,,,,,,
10905,194.437683,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7059797 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10906,194.438,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7061177 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10907,194.438109,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=7062557 Win=253696 Len=0,,,,,,,,,,,
10908,194.43927,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7062557 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10909,194.445543,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7063937 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10910,194.445639,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=7065317 Win=253696 Len=0,,,,,,,,,,,
10911,194.44749,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7065317 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10912,194.453654,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7066697 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10913,194.453711,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=7068077 Win=253696 Len=0,,,,,,,,,,,
10914,194.470428,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7068077 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10915,194.470848,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7069457 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10916,194.470848,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=7070837 Ack=22245 Win=101120 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
10917,194.470978,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=22245 Ack=7072217 Win=253696 Len=0,,,,,,,,,,,
