No.,Time,Source,Destination,Protocol,Length,Info,,,,,,,time 2,time 1,delay 1,delay 2,jitter
6726,132.683427,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=12949 Ack=3412855 Win=71680 Len=0,,,,,,,,,,,
6727,132.685916,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3412855 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6728,132.70233,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3414235 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6729,132.702444,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=12949 Ack=3415615 Win=71680 Len=0,,,,,,,,,,,
6730,132.707853,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3415615 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6731,132.716451,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3416995 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6732,132.71657,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=12949 Ack=3418375 Win=75776 Len=0,,,,,,,,,,,
6733,132.735925,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3418375 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6734,132.739596,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3419755 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6735,132.739652,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=12949 Ack=3421135 Win=75776 Len=0,,,,,,,,,,,
6736,132.75579,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3421135 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6737,132.764785,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3422515 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6738,132.764785,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3423895 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6739,132.76492,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=12949 Ack=3425275 Win=75776 Len=0,,,,,,,,,,,
6740,132.786468,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3425275 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6741,132.786584,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=12949 Ack=3426655 Win=78592 Len=0,,,,,,,,,,,
6742,132.790033,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3426655 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6743,132.818243,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3428035 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6744,132.818358,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=12949 Ack=3429415 Win=78592 Len=0,,,,,,,,,,,
6745,132.822686,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3429415 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6746,132.825863,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3430795 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6747,132.825977,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=12949 Ack=3432175 Win=78592 Len=0,,,,,,,,,,,
6748,132.829911,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3432175 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6749,132.842539,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3433555 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6750,132.84265,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=12949 Ack=3434935 Win=81408 Len=0,,,,,,,,,,,
6751,132.848037,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3434935 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6752,132.853422,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3436315 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6753,132.853535,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=12949 Ack=3437695 Win=81408 Len=0,,,,,,,,,,,
6754,132.868083,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3437695 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6755,132.874003,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3439075 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6756,132.87412,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=12949 Ack=3440455 Win=81408 Len=0,,,,,,,,,,,
6757,132.87545,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3440455 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6758,132.888324,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3441835 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6759,132.88844,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=12949 Ack=3443215 Win=83968 Len=0,,,,,,,,,,,
6760,132.889623,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3443215 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6761,132.893873,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3444595 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6762,132.893988,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=12949 Ack=3445975 Win=83968 Len=0,,,,,,,,,,,
6763,132.906153,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3445975 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6764,132.965948,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=12949 Ack=3447355 Win=83968 Len=0,,,,,,,,,,,
6765,133.033293,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3447355 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6766,133.036155,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3448735 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6767,133.036265,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=12949 Ack=3450115 Win=83968 Len=0,,,,,,,,,,,
6768,133.056117,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3450115 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6769,133.058022,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3451495 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6770,133.058132,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=12949 Ack=3452875 Win=82688 Len=0,,,,,,,,,,,
6771,133.063173,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3452875 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6772,133.073917,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3454255 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6773,133.074034,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=12949 Ack=3455635 Win=82688 Len=0,,,,,,,,,,,
6774,133.080045,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3455635 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6775,133.082465,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3457015 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6776,133.082576,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=12949 Ack=3458395 Win=82688 Len=0,,,,,,,,,,,
6777,133.098426,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3458395 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6778,133.102502,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3459775 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6779,133.102614,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=12949 Ack=3461155 Win=82688 Len=0,,,,,,,,,,,
6780,133.105967,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3461155 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6781,133.107985,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3462535 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6782,133.108095,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=12949 Ack=3463915 Win=82688 Len=0,,,,,,,,,,,
6783,133.113279,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3463915 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6784,133.115886,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3465295 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6785,133.115998,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=12949 Ack=3466675 Win=85504 Len=0,,,,,,,,,,,
6786,133.124109,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3466675 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6787,133.12661,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3468055 Ack=12949 Win=71040 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6788,133.12661,23.219.184.122,192.168.43.119,HTTP,247,HTTP/1.1 206 Partial Content ,,,,,,,,,,,
6789,133.12675,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=12949 Ack=3469628 Win=85504 Len=0,,,,,,,,,,,
6790,133.216194,23.219.184.122,192.168.43.119,TCP,66,[TCP Dup ACK 6721#1] 80  >  50444 [ACK] Seq=3469628 Ack=12949 Win=71040 Len=0 SLE=12617 SRE=12949,,,,,,,,,,,
6791,133.400507,192.168.43.119,104.118.106.95,HTTP,372,GET /pr/64256afe-f5d9-4f86-8936-8840a6a4f5be/Office/Data/16.0.12527.21104/stream.x64.en-us.dat HTTP/1.1 ,,,,,,,,,,,
6792,133.806137,192.168.43.119,104.118.106.95,TCP,372,"[TCP Retransmission] 50440  >  80 [PSH, ACK] Seq=17245 Ack=15715 Win=64 Len=318",,,,,,,,,,,
6793,133.858136,104.118.106.95,192.168.43.119,HTTP,345,HTTP/1.1 301 Moved Permanently ,,,,,,,,,,,
6794,133.859097,192.168.43.119,23.219.184.122,HTTP,386,GET /pr/64256afe-f5d9-4f86-8936-8840a6a4f5be/Office/Data/16.0.12527.21104/stream.x64.en-us.dat HTTP/1.1 ,,,,,,,,,,,
6795,133.915501,192.168.43.119,104.118.106.95,TCP,54,50440  >  80 [ACK] Seq=17563 Ack=16006 Win=63 Len=0,,,,,,,,,,,
6796,134.163069,104.118.106.95,192.168.43.119,TCP,66,[TCP Dup ACK 6793#1] 80  >  50440 [ACK] Seq=16006 Ack=17563 Win=698 Len=0 SLE=17245 SRE=17563,,,,,,,,,,,
6797,134.382571,23.219.184.122,192.168.43.119,TCP,54,80  >  50444 [ACK] Seq=3469628 Ack=13281 Win=72192 Len=0,,,,,,,,,,,
6798,134.383706,23.219.184.122,192.168.43.119,TCP,492,"80  >  50444 [PSH, ACK] Seq=3469628 Ack=13281 Win=72192 Len=438 [TCP segment of a reassembled PDU]",,,,,,,,,,,
6799,134.389966,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3470066 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6800,134.39008,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=13281 Ack=3471446 Win=85504 Len=0,,,,,,,,,,,
6801,134.392267,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3471446 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6802,134.403006,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3472826 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6803,134.403114,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=13281 Ack=3474206 Win=85504 Len=0,,,,,,,,,,,
6804,134.480465,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3474206 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6805,134.480636,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3475586 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6806,134.480685,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=13281 Ack=3476966 Win=106240 Len=0,,,,,,,,,,,
6807,134.490049,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3476966 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6808,134.49813,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3478346 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6809,134.498237,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=13281 Ack=3479726 Win=106240 Len=0,,,,,,,,,,,
6810,134.502403,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3479726 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6811,134.505837,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3481106 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6812,134.505939,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=13281 Ack=3482486 Win=106240 Len=0,,,,,,,,,,,
6813,134.509865,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3482486 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6814,134.513491,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3483866 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6815,134.513604,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=13281 Ack=3485246 Win=106240 Len=0,,,,,,,,,,,
6816,134.517899,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3485246 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6817,134.522438,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3486626 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6818,134.52249,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=13281 Ack=3488006 Win=106240 Len=0,,,,,,,,,,,
6819,134.525906,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3488006 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6820,134.533348,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3489386 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6821,134.533454,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=13281 Ack=3490766 Win=106240 Len=0,,,,,,,,,,,
6822,134.536093,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3490766 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6823,134.537704,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3492146 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6824,134.53776,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=13281 Ack=3493526 Win=106240 Len=0,,,,,,,,,,,
6825,134.542469,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3493526 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6826,134.548122,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3494906 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6827,134.548228,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=13281 Ack=3496286 Win=106240 Len=0,,,,,,,,,,,
6828,134.552496,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3496286 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6829,134.555838,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3497666 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6830,134.555941,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=13281 Ack=3499046 Win=125440 Len=0,,,,,,,,,,,
6831,134.559893,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3499046 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6832,134.563953,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3500426 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6833,134.564053,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=13281 Ack=3501806 Win=125440 Len=0,,,,,,,,,,,
6834,134.567934,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3501806 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6835,134.573093,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3503186 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6836,134.5732,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=13281 Ack=3504566 Win=125440 Len=0,,,,,,,,,,,
6837,134.586131,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3504566 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6838,134.600186,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3505946 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6839,134.600295,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=13281 Ack=3507326 Win=125440 Len=0,,,,,,,,,,,
6840,134.603949,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3507326 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6841,134.607796,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3508706 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6842,134.607905,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=13281 Ack=3510086 Win=125440 Len=0,,,,,,,,,,,
6843,134.610018,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3510086 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6844,134.613956,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3511466 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6845,134.614063,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=13281 Ack=3512846 Win=125440 Len=0,,,,,,,,,,,
6846,134.622603,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3512846 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6847,134.625892,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3514226 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6848,134.626008,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=13281 Ack=3515606 Win=140544 Len=0,,,,,,,,,,,
6849,134.636088,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3515606 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6850,134.660208,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3516986 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6851,134.660315,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=13281 Ack=3518366 Win=140544 Len=0,,,,,,,,,,,
6852,134.66599,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3518366 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6853,134.667971,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3519746 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6854,134.66808,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=13281 Ack=3521126 Win=140544 Len=0,,,,,,,,,,,
6855,134.672798,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3521126 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6856,134.675819,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3522506 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6857,134.675929,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=13281 Ack=3523886 Win=140544 Len=0,,,,,,,,,,,
6858,134.688087,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3523886 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6859,134.69247,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3525266 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6860,134.692577,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=13281 Ack=3526646 Win=140544 Len=0,,,,,,,,,,,
6861,134.704054,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3526646 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6862,134.759397,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=13281 Ack=3528026 Win=148992 Len=0,,,,,,,,,,,
6863,134.780296,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3528026 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6864,134.783916,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3529406 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6865,134.784029,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=13281 Ack=3530786 Win=148992 Len=0,,,,,,,,,,,
6866,134.794027,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3530786 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6867,134.797938,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3532166 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6868,134.798052,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=13281 Ack=3533546 Win=148992 Len=0,,,,,,,,,,,
6869,134.802473,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3533546 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6870,134.805822,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3534926 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6871,134.805948,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=13281 Ack=3536306 Win=148992 Len=0,,,,,,,,,,,
6872,134.80804,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3536306 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6873,134.813213,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3537686 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6874,134.813318,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=13281 Ack=3539066 Win=148992 Len=0,,,,,,,,,,,
6875,134.824005,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3539066 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6876,134.842579,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3540446 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
6877,134.842665,192.168.43.119,23.219.184.122,TCP,54,50444  >  80 [ACK] Seq=13281 Ack=3541826 Win=147456 Len=0,,,,,,,,,,,
6878,134.847966,23.219.184.122,192.168.43.119,TCP,1434,80  >  50444 [ACK] Seq=3541826 Ack=13281 Win=72192 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,,
